22,266,49.6240601504,0.0933465739821,Comedy
23,28,89.2857142857,0.560846560847,Comedy
25,26,73.0769230769,0.366153846154,Drama
28,18,77.7777777778,0.771241830065,Comedy
32,17,94.1176470588,0.588235294118,Drama
21,15,93.3333333333,0.733333333333,Comedy
29,13,69.2307692308,0.74358974359,Drama
35,12,66.6666666667,1.0,Drama
12,10,70.0,1.0,Drama
20,9,44.4444444444,0.75,Drama
27,9,55.5555555556,1.0,Drama
0,8,50.0,1.0,Drama
9,7,71.4285714286,0.809523809524,Drama
16,7,100.0,0.952380952381,Drama
24,7,57.1428571429,1.0,Comedy
37,7,71.4285714286,1.0,Drama
19,6,50.0,0.8,Drama
34,6,83.3333333333,1.0,Drama
44,6,50.0,1.0,Comedy
2,5,60.0,1.0,Drama
4,5,100.0,0.9,Drama
6,5,80.0,1.0,Comedy
11,5,80.0,1.0,Comedy
13,5,80.0,1.0,Comedy
17,5,60.0,1.0,Comedy
33,5,80.0,1.0,Drama
36,5,40.0,1.0,Drama
38,5,100.0,1.0,Comedy
47,5,80.0,1.0,Comedy
48,5,60.0,1.0,Horror
1,4,50.0,1.0,Drama
3,4,75.0,1.0,Drama
5,4,75.0,1.0,Drama
7,4,50.0,1.0,Drama
8,4,50.0,1.0,Drama
10,4,100.0,1.0,Comedy
14,4,75.0,1.0,Comedy
15,4,75.0,1.0,Comedy
18,4,75.0,1.0,Drama
26,4,100.0,1.0,Drama
30,4,100.0,1.0,Comedy
31,4,75.0,1.0,Comedy
39,4,100.0,1.0,Drama
40,4,50.0,1.0,Action
41,4,50.0,1.0,Drama
42,4,50.0,1.0,Drama
43,4,75.0,1.0,Comedy
45,4,100.0,1.0,Drama
46,4,75.0,1.0,Comedy
49,4,100.0,1.0,Comedy
